Subject,Story,Level,Context,Rating
6110e5a255444d0f5610c8a3,cake,2,2,1.0
5f1c38856ad5234ab56127ba,cake,3,1,5.0
5f1c38856ad5234ab56127ba,cake,3,2,3.0
60ff7016e9a3ae1f7fbc4aa4,cake,3,1,7.0
60ff7016e9a3ae1f7fbc4aa4,cake,3,2,7.0
6164179b41ce0f005655dbde,cake,3,1,5.0
6164179b41ce0f005655dbde,cake,3,2,7.0
61622414145e1376169571dd,cake,3,1,7.0
61622414145e1376169571dd,cake,3,2,3.0
5fb639fdd6a30e2be7a51f11,cake,3,1,6.0
5fb639fdd6a30e2be7a51f11,cake,3,2,7.0
57b98fa835624400013d6932,cake,3,1,5.0
57b98fa835624400013d6932,cake,3,2,5.0
5dc3dd5984799a2bf697cb17,cake,3,1,5.0
5dc3dd5984799a2bf697cb17,cake,3,2,5.0
61688fad358de828341e1e8b,cake,3,1,7.0
61688fad358de828341e1e8b,cake,3,2,7.0
614a8981d7f7b48dbc706a4e,cake,3,1,1.0
614a8981d7f7b48dbc706a4e,cake,3,2,1.0
5e98c5bb0d2c3a105229f8dd,cake,3,1,6.0
5e98c5bb0d2c3a105229f8dd,cake,3,2,6.0
615cd46525bccb9aebe87719,cake,3,1,6.0
615cd46525bccb9aebe87719,cake,3,2,4.0
61695db0cc100597e0eca6eb,cake,3,1,2.0
61695db0cc100597e0eca6eb,cake,3,2,4.0
617456b6098b0fb33926a8cb,cake,3,1,5.0
617456b6098b0fb33926a8cb,cake,3,2,3.0
611cd635e48d962ebe9f48e2,cake,3,1,1.0
611cd635e48d962ebe9f48e2,cake,3,2,1.0
616e8bf62e4db53dabbe76b9,cake,3,1,7.0
616e8bf62e4db53dabbe76b9,cake,3,2,4.0
6110e5a255444d0f5610c8a3,cake,3,1,5.0
6110e5a255444d0f5610c8a3,cake,3,2,1.0
5f1c38856ad5234ab56127ba,cake,4,1,7.0
5f1c38856ad5234ab56127ba,cake,4,2,5.0
60ff7016e9a3ae1f7fbc4aa4,cake,4,1,7.0
60ff7016e9a3ae1f7fbc4aa4,cake,4,2,7.0
6164179b41ce0f005655dbde,cake,4,1,6.0
6164179b41ce0f005655dbde,cake,4,2,7.0
61622414145e1376169571dd,cake,4,1,7.0
61622414145e1376169571dd,cake,4,2,3.0
5fb639fdd6a30e2be7a51f11,cake,4,1,7.0
5fb639fdd6a30e2be7a51f11,cake,4,2,6.0
57b98fa835624400013d6932,cake,4,1,5.0
57b98fa835624400013d6932,cake,4,2,5.0
5dc3dd5984799a2bf697cb17,cake,4,1,5.0
5dc3dd5984799a2bf697cb17,cake,4,2,5.0
61688fad358de828341e1e8b,cake,4,1,7.0
61688fad358de828341e1e8b,cake,4,2,1.0
614a8981d7f7b48dbc706a4e,cake,4,1,1.0
614a8981d7f7b48dbc706a4e,cake,4,2,1.0
5e98c5bb0d2c3a105229f8dd,cake,4,1,6.0
5e98c5bb0d2c3a105229f8dd,cake,4,2,6.0
615cd46525bccb9aebe87719,cake,4,1,6.0
615cd46525bccb9aebe87719,cake,4,2,6.0
61695db0cc100597e0eca6eb,cake,4,1,2.0
61695db0cc100597e0eca6eb,cake,4,2,4.0
617456b6098b0fb33926a8cb,cake,4,1,5.0
617456b6098b0fb33926a8cb,cake,4,2,4.0
611cd635e48d962ebe9f48e2,cake,4,1,1.0
611cd635e48d962ebe9f48e2,cake,4,2,1.0
616e8bf62e4db53dabbe76b9,cake,4,1,7.0
616e8bf62e4db53dabbe76b9,cake,4,2,5.0
6110e5a255444d0f5610c8a3,cake,4,1,6.0
6110e5a255444d0f5610c8a3,cake,4,2,6.0
5f1c38856ad5234ab56127ba,cake,5,1,5.0
5f1c38856ad5234ab56127ba,cake,5,2,5.0
60ff7016e9a3ae1f7fbc4aa4,cake,5,1,7.0
60ff7016e9a3ae1f7fbc4aa4,cake,5,2,7.0
6164179b41ce0f005655dbde,cake,5,1,7.0
6164179b41ce0f005655dbde,cake,5,2,7.0
61622414145e1376169571dd,cake,5,1,7.0
61622414145e1376169571dd,cake,5,2,3.0
5fb639fdd6a30e2be7a51f11,cake,5,1,7.0
5fb639fdd6a30e2be7a51f11,cake,5,2,7.0
57b98fa835624400013d6932,cake,5,1,5.0
57b98fa835624400013d6932,cake,5,2,5.0
5dc3dd5984799a2bf697cb17,cake,5,1,6.0
5dc3dd5984799a2bf697cb17,cake,5,2,6.0
61688fad358de828341e1e8b,cake,5,1,7.0
61688fad358de828341e1e8b,cake,5,2,1.0
614a8981d7f7b48dbc706a4e,cake,5,1,1.0
614a8981d7f7b48dbc706a4e,cake,5,2,2.0
5e98c5bb0d2c3a105229f8dd,cake,5,1,6.0
5e98c5bb0d2c3a105229f8dd,cake,5,2,6.0
615cd46525bccb9aebe87719,cake,5,1,6.0
615cd46525bccb9aebe87719,cake,5,2,6.0
61695db0cc100597e0eca6eb,cake,5,1,2.0
61695db0cc100597e0eca6eb,cake,5,2,3.0
617456b6098b0fb33926a8cb,cake,5,1,6.0
617456b6098b0fb33926a8cb,cake,5,2,4.0
611cd635e48d962ebe9f48e2,cake,5,1,1.0
611cd635e48d962ebe9f48e2,cake,5,2,1.0
616e8bf62e4db53dabbe76b9,cake,5,1,7.0
616e8bf62e4db53dabbe76b9,cake,5,2,5.0
6110e5a255444d0f5610c8a3,cake,5,1,4.0
6110e5a255444d0f5610c8a3,cake,5,2,1.0
5f1c38856ad5234ab56127ba,movie,1,1,2.0
5f1c38856ad5234ab56127ba,movie,1,2,1.0
60ff7016e9a3ae1f7fbc4aa4,movie,1,1,7.0
60ff7016e9a3ae1f7fbc4aa4,movie,1,2,5.0
6164179b41ce0f005655dbde,movie,1,1,3.0
6164179b41ce0f005655dbde,movie,1,2,3.0
61622414145e1376169571dd,movie,1,1,1.0
61622414145e1376169571dd,movie,1,2,1.0
5fb639fdd6a30e2be7a51f11,movie,1,1,3.0
5fb639fdd6a30e2be7a51f11,movie,1,2,3.0
57b98fa835624400013d6932,movie,1,1,2.0
57b98fa835624400013d6932,movie,1,2,3.0
5dc3dd5984799a2bf697cb17,movie,1,1,3.0
5dc3dd5984799a2bf697cb17,movie,1,2,3.0
61688fad358de828341e1e8b,movie,1,1,1.0
61688fad358de828341e1e8b,movie,1,2,1.0
614a8981d7f7b48dbc706a4e,movie,1,1,1.0
614a8981d7f7b48dbc706a4e,movie,1,2,4.0
5e98c5bb0d2c3a105229f8dd,movie,1,1,5.0
5e98c5bb0d2c3a105229f8dd,movie,1,2,5.0
615cd46525bccb9aebe87719,movie,1,1,2.0
615cd46525bccb9aebe87719,movie,1,2,1.0
61695db0cc100597e0eca6eb,movie,1,1,2.0
61695db0cc100597e0eca6eb,movie,1,2,2.0
617456b6098b0fb33926a8cb,movie,1,1,3.0
617456b6098b0fb33926a8cb,movie,1,2,3.0
611cd635e48d962ebe9f48e2,movie,1,1,1.0
611cd635e48d962ebe9f48e2,movie,1,2,1.0
616e8bf62e4db53dabbe76b9,movie,1,1,2.0
616e8bf62e4db53dabbe76b9,movie,1,2,1.0
6110e5a255444d0f5610c8a3,movie,1,1,1.0
6110e5a255444d0f5610c8a3,movie,1,2,1.0
5f1c38856ad5234ab56127ba,movie,2,1,2.0
5f1c38856ad5234ab56127ba,movie,2,2,1.0
60ff7016e9a3ae1f7fbc4aa4,movie,2,1,4.0
60ff7016e9a3ae1f7fbc4aa4,movie,2,2,3.0
6164179b41ce0f005655dbde,movie,2,1,4.0
6164179b41ce0f005655dbde,movie,2,2,4.0
61622414145e1376169571dd,movie,2,1,3.0
61622414145e1376169571dd,movie,2,2,2.0
5fb639fdd6a30e2be7a51f11,movie,2,1,5.0
5fb639fdd6a30e2be7a51f11,movie,2,2,5.0
57b98fa835624400013d6932,movie,2,1,2.0
57b98fa835624400013d6932,movie,2,2,5.0
5dc3dd5984799a2bf697cb17,movie,2,1,4.0
5dc3dd5984799a2bf697cb17,movie,2,2,4.0
61688fad358de828341e1e8b,movie,2,1,1.0
61688fad358de828341e1e8b,movie,2,2,1.0
614a8981d7f7b48dbc706a4e,movie,2,1,1.0
614a8981d7f7b48dbc706a4e,movie,2,2,4.0
5e98c5bb0d2c3a105229f8dd,movie,2,1,5.0
5e98c5bb0d2c3a105229f8dd,movie,2,2,5.0
615cd46525bccb9aebe87719,movie,2,1,3.0
615cd46525bccb9aebe87719,movie,2,2,2.0
61695db0cc100597e0eca6eb,movie,2,1,2.0
61695db0cc100597e0eca6eb,movie,2,2,2.0
617456b6098b0fb33926a8cb,movie,2,1,2.0
617456b6098b0fb33926a8cb,movie,2,2,2.0
611cd635e48d962ebe9f48e2,movie,2,1,1.0
611cd635e48d962ebe9f48e2,movie,2,2,7.0
616e8bf62e4db53dabbe76b9,movie,2,1,1.0
616e8bf62e4db53dabbe76b9,movie,2,2,1.0
6110e5a255444d0f5610c8a3,movie,2,1,1.0
6110e5a255444d0f5610c8a3,movie,2,2,1.0
5f1c38856ad5234ab56127ba,movie,3,1,2.0
5f1c38856ad5234ab56127ba,movie,3,2,1.0
60ff7016e9a3ae1f7fbc4aa4,movie,3,1,5.0
60ff7016e9a3ae1f7fbc4aa4,movie,3,2,3.0
6164179b41ce0f005655dbde,movie,3,1,3.0
6164179b41ce0f005655dbde,movie,3,2,3.0
61622414145e1376169571dd,movie,3,1,2.0
61622414145e1376169571dd,movie,3,2,2.0
5fb639fdd6a30e2be7a51f11,movie,3,1,6.0
5fb639fdd6a30e2be7a51f11,movie,3,2,6.0
57b98fa835624400013d6932,movie,3,1,1.0
57b98fa835624400013d6932,movie,3,2,5.0
5dc3dd5984799a2bf697cb17,movie,3,1,2.0
5dc3dd5984799a2bf697cb17,movie,3,2,2.0
61688fad358de828341e1e8b,movie,3,1,4.0
61688fad358de828341e1e8b,movie,3,2,4.0
614a8981d7f7b48dbc706a4e,movie,3,1,1.0
614a8981d7f7b48dbc706a4e,movie,3,2,3.0
5e98c5bb0d2c3a105229f8dd,movie,3,1,6.0
5e98c5bb0d2c3a105229f8dd,movie,3,2,6.0
615cd46525bccb9aebe87719,movie,3,1,3.0
615cd46525bccb9aebe87719,movie,3,2,2.0
61695db0cc100597e0eca6eb,movie,3,1,3.0
61695db0cc100597e0eca6eb,movie,3,2,1.0
617456b6098b0fb33926a8cb,movie,3,1,1.0
617456b6098b0fb33926a8cb,movie,3,2,1.0
611cd635e48d962ebe9f48e2,movie,3,1,5.0
611cd635e48d962ebe9f48e2,movie,3,2,7.0
616e8bf62e4db53dabbe76b9,movie,3,1,1.0
616e8bf62e4db53dabbe76b9,movie,3,2,1.0
6110e5a255444d0f5610c8a3,movie,3,1,1.0
6110e5a255444d0f5610c8a3,movie,3,2,1.0
5f1c38856ad5234ab56127ba,movie,4,1,4.0
5f1c38856ad5234ab56127ba,movie,4,2,1.0
60ff7016e9a3ae1f7fbc4aa4,movie,4,1,7.0
60ff7016e9a3ae1f7fbc4aa4,movie,4,2,7.0
6164179b41ce0f005655dbde,movie,4,1,2.0
6164179b41ce0f005655dbde,movie,4,2,2.0
61622414145e1376169571dd,movie,4,1,2.0
61622414145e1376169571dd,movie,4,2,2.0
5fb639fdd6a30e2be7a51f11,movie,4,1,6.0
5fb639fdd6a30e2be7a51f11,movie,4,2,6.0
57b98fa835624400013d6932,movie,4,1,6.0
57b98fa835624400013d6932,movie,4,2,6.0
5dc3dd5984799a2bf697cb17,movie,4,1,2.0
5dc3dd5984799a2bf697cb17,movie,4,2,2.0
61688fad358de828341e1e8b,movie,4,1,7.0
61688fad358de828341e1e8b,movie,4,2,7.0
614a8981d7f7b48dbc706a4e,movie,4,1,1.0
614a8981d7f7b48dbc706a4e,movie,4,2,3.0
5e98c5bb0d2c3a105229f8dd,movie,4,1,6.0
5e98c5bb0d2c3a105229f8dd,movie,4,2,6.0
615cd46525bccb9aebe87719,movie,4,1,4.0
615cd46525bccb9aebe87719,movie,4,2,4.0
61695db0cc100597e0eca6eb,movie,4,1,4.0
61695db0cc100597e0eca6eb,movie,4,2,1.0
617456b6098b0fb33926a8cb,movie,4,1,1.0
617456b6098b0fb33926a8cb,movie,4,2,1.0
611cd635e48d962ebe9f48e2,movie,4,1,7.0
611cd635e48d962ebe9f48e2,movie,4,2,7.0
616e8bf62e4db53dabbe76b9,movie,4,1,2.0
616e8bf62e4db53dabbe76b9,movie,4,2,2.0
6110e5a255444d0f5610c8a3,movie,4,1,2.0
6110e5a255444d0f5610c8a3,movie,4,2,2.0
5f1c38856ad5234ab56127ba,movie,5,1,5.0
5f1c38856ad5234ab56127ba,movie,5,2,1.0
60ff7016e9a3ae1f7fbc4aa4,movie,5,1,7.0
60ff7016e9a3ae1f7fbc4aa4,movie,5,2,7.0
6164179b41ce0f005655dbde,movie,5,1,2.0
6164179b41ce0f005655dbde,movie,5,2,2.0
61622414145e1376169571dd,movie,5,1,3.0
61622414145e1376169571dd,movie,5,2,3.0
5fb639fdd6a30e2be7a51f11,movie,5,1,6.0
5fb639fdd6a30e2be7a51f11,movie,5,2,6.0
57b98fa835624400013d6932,movie,5,1,6.0
57b98fa835624400013d6932,movie,5,2,6.0
5dc3dd5984799a2bf697cb17,movie,5,1,1.0
5dc3dd5984799a2bf697cb17,movie,5,2,1.0
61688fad358de828341e1e8b,movie,5,1,7.0
61688fad358de828341e1e8b,movie,5,2,7.0
614a8981d7f7b48dbc706a4e,movie,5,1,2.0
614a8981d7f7b48dbc706a4e,movie,5,2,2.0
5e98c5bb0d2c3a105229f8dd,movie,5,1,6.0
5e98c5bb0d2c3a105229f8dd,movie,5,2,6.0
615cd46525bccb9aebe87719,movie,5,1,5.0
615cd46525bccb9aebe87719,movie,5,2,5.0
61695db0cc100597e0eca6eb,movie,5,1,5.0
61695db0cc100597e0eca6eb,movie,5,2,1.0
617456b6098b0fb33926a8cb,movie,5,1,1.0
617456b6098b0fb33926a8cb,movie,5,2,1.0
611cd635e48d962ebe9f48e2,movie,5,1,7.0
611cd635e48d962ebe9f48e2,movie,5,2,7.0
616e8bf62e4db53dabbe76b9,movie,5,1,3.0
616e8bf62e4db53dabbe76b9,movie,5,2,3.0
6110e5a255444d0f5610c8a3,movie,5,1,5.0
6110e5a255444d0f5610c8a3,movie,5,2,5.0
5f1c38856ad5234ab56127ba,podcast,1,1,2.0
5f1c38856ad5234ab56127ba,podcast,1,2,2.0
5f1c38856ad5234ab56127ba,podcast,1,3,2.0
60ff7016e9a3ae1f7fbc4aa4,podcast,1,1,1.0
60ff7016e9a3ae1f7fbc4aa4,podcast,1,2,1.0
60ff7016e9a3ae1f7fbc4aa4,podcast,1,3,2.0
6164179b41ce0f005655dbde,podcast,1,1,1.0
6164179b41ce0f005655dbde,podcast,1,2,3.0
6164179b41ce0f005655dbde,podcast,1,3,4.0
61622414145e1376169571dd,podcast,1,1,2.0
61622414145e1376169571dd,podcast,1,2,1.0
61622414145e1376169571dd,podcast,1,3,5.0
5fb639fdd6a30e2be7a51f11,podcast,1,1,2.0
5fb639fdd6a30e2be7a51f11,podcast,1,2,5.0
5fb639fdd6a30e2be7a51f11,podcast,1,3,5.0
57b98fa835624400013d6932,podcast,1,1,2.0
57b98fa835624400013d6932,podcast,1,2,1.0
57b98fa835624400013d6932,podcast,1,3,6.0
5dc3dd5984799a2bf697cb17,podcast,1,1,4.0
5dc3dd5984799a2bf697cb17,podcast,1,2,2.0
5dc3dd5984799a2bf697cb17,podcast,1,3,4.0
61688fad358de828341e1e8b,podcast,1,1,7.0
61688fad358de828341e1e8b,podcast,1,2,1.0
61688fad358de828341e1e8b,podcast,1,3,7.0
614a8981d7f7b48dbc706a4e,podcast,1,1,2.0
614a8981d7f7b48dbc706a4e,podcast,1,2,3.0
614a8981d7f7b48dbc706a4e,podcast,1,3,2.0
5e98c5bb0d2c3a105229f8dd,podcast,1,1,5.0
5e98c5bb0d2c3a105229f8dd,podcast,1,2,5.0
5e98c5bb0d2c3a105229f8dd,podcast,1,3,5.0
615cd46525bccb9aebe87719,podcast,1,1,1.0
615cd46525bccb9aebe87719,podcast,1,2,4.0
615cd46525bccb9aebe87719,podcast,1,3,1.0
61695db0cc100597e0eca6eb,podcast,1,1,2.0
61695db0cc100597e0eca6eb,podcast,1,2,2.0
61695db0cc100597e0eca6eb,podcast,1,3,2.0
617456b6098b0fb33926a8cb,podcast,1,1,3.0
617456b6098b0fb33926a8cb,podcast,1,2,2.0
617456b6098b0fb33926a8cb,podcast,1,3,4.0
611cd635e48d962ebe9f48e2,podcast,1,1,2.0
611cd635e48d962ebe9f48e2,podcast,1,2,7.0
611cd635e48d962ebe9f48e2,podcast,1,3,5.0
616e8bf62e4db53dabbe76b9,podcast,1,1,2.0
616e8bf62e4db53dabbe76b9,podcast,1,2,2.0
616e8bf62e4db53dabbe76b9,podcast,1,3,4.0
6110e5a255444d0f5610c8a3,podcast,1,1,4.0
6110e5a255444d0f5610c8a3,podcast,1,2,4.0
6110e5a255444d0f5610c8a3,podcast,1,3,4.0
5f1c38856ad5234ab56127ba,podcast,2,1,3.0
5f1c38856ad5234ab56127ba,podcast,2,2,3.0
5f1c38856ad5234ab56127ba,podcast,2,3,3.0
60ff7016e9a3ae1f7fbc4aa4,podcast,2,1,2.0
60ff7016e9a3ae1f7fbc4aa4,podcast,2,2,4.0
60ff7016e9a3ae1f7fbc4aa4,podcast,2,3,3.0
6164179b41ce0f005655dbde,podcast,2,1,5.0
6164179b41ce0f005655dbde,podcast,2,2,5.0
6164179b41ce0f005655dbde,podcast,2,3,6.0
61622414145e1376169571dd,podcast,2,1,7.0
61622414145e1376169571dd,podcast,2,2,7.0
61622414145e1376169571dd,podcast,2,3,7.0
5fb639fdd6a30e2be7a51f11,podcast,2,1,5.0
5fb639fdd6a30e2be7a51f11,podcast,2,2,5.0
5fb639fdd6a30e2be7a51f11,podcast,2,3,5.0
57b98fa835624400013d6932,podcast,2,1,3.0
57b98fa835624400013d6932,podcast,2,2,3.0
57b98fa835624400013d6932,podcast,2,3,3.0
5dc3dd5984799a2bf697cb17,podcast,2,1,4.0
5dc3dd5984799a2bf697cb17,podcast,2,2,4.0
5dc3dd5984799a2bf697cb17,podcast,2,3,4.0
61688fad358de828341e1e8b,podcast,2,1,7.0
61688fad358de828341e1e8b,podcast,2,2,7.0
61688fad358de828341e1e8b,podcast,2,3,7.0
614a8981d7f7b48dbc706a4e,podcast,2,1,3.0
614a8981d7f7b48dbc706a4e,podcast,2,2,4.0
614a8981d7f7b48dbc706a4e,podcast,2,3,2.0
5e98c5bb0d2c3a105229f8dd,podcast,2,1,5.0
5e98c5bb0d2c3a105229f8dd,podcast,2,2,5.0
5e98c5bb0d2c3a105229f8dd,podcast,2,3,5.0
615cd46525bccb9aebe87719,podcast,2,1,4.0
615cd46525bccb9aebe87719,podcast,2,2,5.0
615cd46525bccb9aebe87719,podcast,2,3,3.0
61695db0cc100597e0eca6eb,podcast,2,1,2.0
61695db0cc100597e0eca6eb,podcast,2,2,3.0
61695db0cc100597e0eca6eb,podcast,2,3,6.0
617456b6098b0fb33926a8cb,podcast,2,1,3.0
617456b6098b0fb33926a8cb,podcast,2,2,3.0
617456b6098b0fb33926a8cb,podcast,2,3,4.0
611cd635e48d962ebe9f48e2,podcast,2,1,3.0
611cd635e48d962ebe9f48e2,podcast,2,2,7.0
611cd635e48d962ebe9f48e2,podcast,2,3,6.0
616e8bf62e4db53dabbe76b9,podcast,2,1,4.0
616e8bf62e4db53dabbe76b9,podcast,2,2,5.0
616e8bf62e4db53dabbe76b9,podcast,2,3,4.0
6110e5a255444d0f5610c8a3,podcast,2,1,4.0
6110e5a255444d0f5610c8a3,podcast,2,2,4.0
6110e5a255444d0f5610c8a3,podcast,2,3,4.0
5f1c38856ad5234ab56127ba,podcast,3,1,5.0
5f1c38856ad5234ab56127ba,podcast,3,2,5.0
5f1c38856ad5234ab56127ba,podcast,3,3,3.0
60ff7016e9a3ae1f7fbc4aa4,podcast,3,1,7.0
60ff7016e9a3ae1f7fbc4aa4,podcast,3,2,6.0
60ff7016e9a3ae1f7fbc4aa4,podcast,3,3,5.0
6164179b41ce0f005655dbde,podcast,3,1,7.0
6164179b41ce0f005655dbde,podcast,3,2,6.0
6164179b41ce0f005655dbde,podcast,3,3,6.0
61622414145e1376169571dd,podcast,3,1,7.0
61622414145e1376169571dd,podcast,3,2,7.0
61622414145e1376169571dd,podcast,3,3,7.0
5fb639fdd6a30e2be7a51f11,podcast,3,1,6.0
5fb639fdd6a30e2be7a51f11,podcast,3,2,6.0
5fb639fdd6a30e2be7a51f11,podcast,3,3,6.0
57b98fa835624400013d6932,podcast,3,1,5.0
57b98fa835624400013d6932,podcast,3,2,5.0
57b98fa835624400013d6932,podcast,3,3,2.0
5dc3dd5984799a2bf697cb17,podcast,3,1,4.0
5dc3dd5984799a2bf697cb17,podcast,3,2,4.0
5dc3dd5984799a2bf697cb17,podcast,3,3,4.0
61688fad358de828341e1e8b,podcast,3,1,4.0
61688fad358de828341e1e8b,podcast,3,2,7.0
61688fad358de828341e1e8b,podcast,3,3,4.0
614a8981d7f7b48dbc706a4e,podcast,3,1,5.0
614a8981d7f7b48dbc706a4e,podcast,3,2,6.0
614a8981d7f7b48dbc706a4e,podcast,3,3,2.0
5e98c5bb0d2c3a105229f8dd,podcast,3,1,6.0
5e98c5bb0d2c3a105229f8dd,podcast,3,2,6.0
5e98c5bb0d2c3a105229f8dd,podcast,3,3,6.0
615cd46525bccb9aebe87719,podcast,3,1,5.0
615cd46525bccb9aebe87719,podcast,3,2,6.0
615cd46525bccb9aebe87719,podcast,3,3,2.0
61695db0cc100597e0eca6eb,podcast,3,1,3.0
61695db0cc100597e0eca6eb,podcast,3,2,6.0
61695db0cc100597e0eca6eb,podcast,3,3,5.0
617456b6098b0fb33926a8cb,podcast,3,1,2.0
617456b6098b0fb33926a8cb,podcast,3,2,5.0
617456b6098b0fb33926a8cb,podcast,3,3,1.0
611cd635e48d962ebe9f48e2,podcast,3,1,7.0
611cd635e48d962ebe9f48e2,podcast,3,2,7.0
611cd635e48d962ebe9f48e2,podcast,3,3,7.0
616e8bf62e4db53dabbe76b9,podcast,3,1,6.0
616e8bf62e4db53dabbe76b9,podcast,3,2,6.0
616e8bf62e4db53dabbe76b9,podcast,3,3,3.0
6110e5a255444d0f5610c8a3,podcast,3,1,4.0
6110e5a255444d0f5610c8a3,podcast,3,2,4.0
6110e5a255444d0f5610c8a3,podcast,3,3,4.0
5f1c38856ad5234ab56127ba,podcast,4,1,7.0
5f1c38856ad5234ab56127ba,podcast,4,2,7.0
5f1c38856ad5234ab56127ba,podcast,4,3,3.0
60ff7016e9a3ae1f7fbc4aa4,podcast,4,1,7.0
60ff7016e9a3ae1f7fbc4aa4,podcast,4,2,7.0
60ff7016e9a3ae1f7fbc4aa4,podcast,4,3,7.0
6164179b41ce0f005655dbde,podcast,4,1,7.0
6164179b41ce0f005655dbde,podcast,4,2,6.0
6164179b41ce0f005655dbde,podcast,4,3,6.0
61622414145e1376169571dd,podcast,4,1,7.0
61622414145e1376169571dd,podcast,4,2,7.0
61622414145e1376169571dd,podcast,4,3,7.0
5fb639fdd6a30e2be7a51f11,podcast,4,1,4.0
5fb639fdd6a30e2be7a51f11,podcast,4,2,5.0
5fb639fdd6a30e2be7a51f11,podcast,4,3,5.0
57b98fa835624400013d6932,podcast,4,1,6.0
57b98fa835624400013d6932,podcast,4,2,6.0
57b98fa835624400013d6932,podcast,4,3,2.0
5dc3dd5984799a2bf697cb17,podcast,4,1,6.0
5dc3dd5984799a2bf697cb17,podcast,4,2,7.0
5dc3dd5984799a2bf697cb17,podcast,4,3,5.0
61688fad358de828341e1e8b,podcast,4,1,1.0
61688fad358de828341e1e8b,podcast,4,2,7.0
61688fad358de828341e1e8b,podcast,4,3,7.0
614a8981d7f7b48dbc706a4e,podcast,4,1,7.0
614a8981d7f7b48dbc706a4e,podcast,4,2,7.0
614a8981d7f7b48dbc706a4e,podcast,4,3,2.0
5e98c5bb0d2c3a105229f8dd,podcast,4,1,6.0
5e98c5bb0d2c3a105229f8dd,podcast,4,2,6.0
5e98c5bb0d2c3a105229f8dd,podcast,4,3,6.0
615cd46525bccb9aebe87719,podcast,4,1,6.0
615cd46525bccb9aebe87719,podcast,4,2,6.0
615cd46525bccb9aebe87719,podcast,4,3,2.0
61695db0cc100597e0eca6eb,podcast,4,1,5.0
